img_name,xmin,ymin,xmax,ymax,class_confidence,class,class_tmp,attribute
00070007_0711.jpg,0.9997499999999776,53.0,306.99974999999995,217.0,1,building,building_1.00,"['white', 'large', 'green', 'blue', 'tall', 'big']"
00070007_0711.jpg,360.000375,177.0,409.000125,249.0,1,man,man_360.00,"['green', 'blue', 'standing', 'open', 'sitting', 'walking']"
00070007_0711.jpg,461.999625,196.0,517.9998750000001,343.0,1,man,man_462.00,"['red', 'standing', 'blue', 'walking', 'sitting', 'black']"
00070007_0711.jpg,96.0,148.0,204.0,435.0,1,man,man_96.00,"['standing', 'walking', 'young', 'green', 'old', 'looking']"
00070007_0711.jpg,1.0001250000000257,169.0,750.000375,500.0,1,tree,tree_1.00,"['green', 'brown', 'gray', 'black', 'wet', 'dirty']"
00070007_0711.jpg,306.0,1.0,750.0,171.0,1,tree,tree_306.00,"['green', 'large', 'tall', 'white', 'blue', 'leafy']"
00070007_0711.jpg,711.0,206.0,747.0,227.0,1,umbrella,umbrella_711.00,"['green', 'white', 'street', 'blue', 'small', 'neon']"
00070007_0711.jpg,285.0,175.0,387.0,258.0,1,jeep,jeep_285.00,"['gray', 'sitting', 'large', 'white', 'standing', 'long']"
00070007_0711.jpg,42.0,252.0,591.0,500.0,1,road,road_42.00,"['gray', 'green', 'black', 'concrete', 'wet', 'brown']"
00070007_0711.jpg,448.999875,121.0,749.9996249999999,267.0,1,building,building_449.00,"['green', 'double decker', 'white', 'large', 'red', 'tall']"
00070007_0711.jpg,703.999875,229.0,749.9996249999999,353.0,1,person,person_704.00,"['green', 'blue', 'metal', 'wooden', 'white', 'small']"
00070007_0711.jpg,428.00025,185.0,470.00025,286.0,1,people,people_428.00,"['green', 'red', 'open', 'metal', 'glass', 'white']"
00070007_0711.jpg,416.0002500000001,195.0,437.0002500000001,255.0,1,man,man_416.00,"['green', 'metal', 'white', 'blue', 'glass', 'open']"
00070007_0711.jpg,414.0003750000001,188.0,451.000125,219.0,1,umbrella,umbrella_414.00,"['green', 'glass', 'white', 'small', 'open', 'metal']"
00070007_0711.jpg,392.00025,184.0,413.00025,241.0,1,man,man_392.00,"['green', 'standing', 'blue', 'open', 'small', 'glass']"
00070007_0711.jpg,245.00025,180.0,281.00025,262.0,1,man,man_245.00,"['green', 'white', 'stuffed', 'standing', 'gray', 'brown']"
