img_name,xmin,ymin,xmax,ymax,class_confidence,class,class_tmp,attribute
00070007_0222.jpg,730.9998400000001,227.999916,821.999968,296.00002800000004,1,ambulance,ambulance_731.00,"['pink', 'colorful', 'yellow', 'purple', 'red', 'large']"
00070007_0222.jpg,16.000464000000022,109.000278,714.000432,321.000102,1,bus,bus_16.00,"['green', 'white', 'blue', 'double decker', 'black', 'long']"
00070007_0222.jpg,399.000256,242.00013600000003,435.999872,331.00002,1,people,people_399.00,"['standing', 'green', 'large', 'white', 'sitting', 'brown']"
00070007_0222.jpg,824.0003360000001,228.999852,967.000112,297.9999,1,ambulance,ambulance_824.00,"['blue', 'white', 'red', 'large', 'parked', 'double decker']"
00070007_0222.jpg,446.000224,182.999727,759.999968,417.999753,1,debris,debris_446.00,"['black', 'large', 'white', 'green', 'big', 'metal']"
00070007_0222.jpg,667.000464,477.999819,780.000176,502.999893,1,debris,debris_667.00,"['blue', 'black', 'white', 'metal', 'empty', 'small']"
00070007_0222.jpg,793.0003360000001,436.000275,845.99992,464.000157,1,debris,debris_793.00,"['white', 'black', 'small', 'blue', 'square', 'red']"
00070007_0222.jpg,178.000512,381.000168,366.000384,503.000172,1,debris,debris_178.00,"['pink', 'purple', 'white', 'colorful', 'black', 'small']"
00070007_0222.jpg,458.000448,189.999837,491.00032,269.999739,1,man,man_458.00,"['open', 'blue', 'black', 'glass', 'large', 'closed']"
00070007_0222.jpg,772.000192,248.00031,868.0,374.000058,1,people,people_772.00,"['red', 'standing', 'sitting', 'white', 'blue', 'colorful']"
00070007_0222.jpg,749.999616,245.99988,783.999424,295.000092,1,people,people_750.00,"['open', 'red', 'glass', 'yellow', 'closed', 'orange']"
00070007_0222.jpg,652.999872,242.999793,742.000128,303.999795,1,people,people_653.00,"['red', 'green', 'black', 'white', 'double decker', 'large']"
00070007_0222.jpg,0.999935999999991,304.999731,992.0,557.999721,1,grass,grass_1.00,"['green', 'tall', 'grassy', 'black', 'white', 'growing']"
00070007_0222.jpg,653.999808,287.999982,992.0,306.999882,1,road,road_654.00,"['red', 'metal', 'black', 'long', 'white', 'pink']"
00070007_0222.jpg,0.9999360000000052,170.000001,211.000384,318.000015,1,debris,debris_1.00,"['red', 'black', 'white', 'blue', 'green', 'parked']"
