img_name,xmin,ymin,xmax,ymax,class_confidence,class,class_tmp,attribute
00070007_0092.jpg,1.0003500000000258,102.000262,900.00045,277.000178,1,bridge,bridge_1.00,"['concrete', 'gray', 'brown', 'metal', 'long', 'large']"
00070007_0092.jpg,201.00015,265.999968,877.00005,498.999904,1,bus,bus_201.00,"['red', 'double decker', 'white', 'parked', 'moving', 'large']"
00070007_0092.jpg,1.9998000000000005,230.000069,27.0,276.999879,1,sign,sign_2.00,"['yellow', 'red', 'black', 'green', 'white', 'neon']"
00070007_0092.jpg,576.0,272.000001,613.9998,309.000055,1,sign,sign_576.00,"['red', 'blue', 'white', 'square', 'orange', 'large']"
00070007_0092.jpg,714.9996,97.000085,728.9999999999999,134.000139,1,sign,sign_715.00,"['yellow', 'green', 'blue', 'red', 'white', 'orange']"
00070007_0092.jpg,103.00005000000002,223.00018000000009,343.00035,413.000328,1,truck,truck_103.00,"['purple', 'pink', 'double decker', 'red', 'large', 'colorful']"
00070007_0092.jpg,352.9998,107.999697,511.0002,152.999795,1,van,van_353.00,"['blue', 'white', 'green', 'large', 'silver', 'light blue']"
00070007_0092.jpg,417.00015,233.00023500000003,443.00025,262.000245,1,man,man_417.00,"['yellow', 'white', 'blue', 'small', 'colorful', 'green']"
00070007_0092.jpg,378.00045,258.99978,523.00035,299.999856,1,fire truck,fire truck_378.00,"['white', 'blue', 'metal', 'red', 'silver', 'small']"
00070007_0092.jpg,58.99995,288.999945,140.99984999999998,367.999931,1,car,car_59.00,"['purple', 'pink', 'colorful', 'large', 'white', 'multi colored']"
00070007_0092.jpg,118.9998,337.000209,140.99939999999998,358.000175,1,person,person_119.00,"['white', 'purple', 'black', 'pink', 'small', 'large']"
00070007_0092.jpg,742.9995,301.999867,875.9997,372.999809,1,van,van_743.00,"['green', 'white', 'large', 'small', 'parked', 'blue']"
00070007_0092.jpg,869.0004,321.000121,900.0000000000001,367.000075,1,car,car_869.00,"['green', 'white', 'small', 'black', 'metal', 'blue']"
00070007_0092.jpg,200.9997,276.00002299999994,252.9999,355.000009,1,sign,sign_201.00,"['green', 'metal', 'gray', 'blue', 'silver', 'glass']"
00070007_0092.jpg,816.99975,282.999912,837.99945,299.999856,1,sign,sign_817.00,"['red', 'orange', 'white', 'traffic', 'round', 'stop']"
00070007_0092.jpg,614.00025,275.00016700000003,649.00035,311.000365,1,sign,sign_614.00,"['glass', 'open', 'white', 'clear', 'large', 'small']"
00070007_0092.jpg,639.0004499999999,298.99999999999994,660.00015,315.999944,1,sign,sign_639.00,"['green', 'yellow', 'white', 'red', 'orange', 'small']"
