img_name,xmin,ymin,xmax,ymax,class_confidence,class,class_tmp,attribute,attribute_refine
00070007_0607.jpg,245.00032,106.0002,321.00032,194.00004,1,car,car_245.00,"purple, pink, sitting, colorful, green, white","purple, pink, sitting, colorful, green, white"
00070007_0607.jpg,294.99968000000007,48.000060000000005,578.0,295.00002,1,car,car_295.00,"black, blue, green, parked, silver, old","black, blue, green, parked, silver, old"
00070007_0607.jpg,53.99968000000001,140.99993999999998,315.0,253.99998,1,car,car_54.00,"gray, silver, parked, green, purple, black","gray, silver, parked, green, purple, black"
00070007_0607.jpg,151.00000000000003,113.99994,188.00032,144.9999,1,people,people_151.00,"sitting, standing, white, watching, looking, blonde","sitting, standing, white, watching, looking, blonde"
00070007_0607.jpg,203.0,124.00001999999998,233.0,156.00006,1,man,man_203.00,"wooden, small, brown, green, red, wood","wooden, small, brown, green, red, wood"
00070007_0607.jpg,311.0,117.9999,360.00032,203.99994,1,man,man_311.00,"open, black, glass, green, white, sitting","open, black, glass, green, white, sitting"
00070007_0607.jpg,579.0,28.999979999999987,617.9996799999999,152.00009999999995,1,man,man_579.00,"standing, walking, gray, white, pink, red","standing, walking, gray, white, pink, red"
00070007_0607.jpg,412.0,1.000080000000004,424.0,110.00016,1,pole,pole_412.00,"white, metal, tall, wooden, gray, silver","white, metal, tall, wooden, gray, silver"
00070007_0607.jpg,1.000319999999988,1.000079999999997,269.00032,144.0,1,trees,trees_1.00,"green, red, tall, large, white, big","green, red, tall, large, white, big"
00070007_0607.jpg,323.00032,1.000079999999997,640.0,137.00016,1,trees,trees_323.00,"green, tall, blue, leafy, large, metal","green, tall, blue, leafy, large, metal"
00070007_0607.jpg,31.0,79.99992,180.00032,171.0,1,fire truck,fire truck_31.00,"double decker, white, red, orange, large, colorful","double decker, white, red, orange, large, colorful"
00070007_0607.jpg,253.0,135.0,283.0,182.00016,1,woman,woman_253.00,"purple, sitting, pink, black, colorful, standing","purple, sitting, pink, black, colorful, standing"
00070007_0607.jpg,1.000319999999988,164.00016000000002,285.00032,360.0,1,road,road_1.00,"gray, paved, yellow, wet, concrete, asphalt","gray, paved, yellow, wet, concrete, asphalt"
00070007_0607.jpg,549.9999999999999,42.99983999999999,577.00032,126.0,1,woman,woman_550.00,"blue, green, standing, white, walking, colorful","blue, green, standing, white, walking, colorful"
00070007_0607.jpg,180.99968,228.00024,292.99968,262.00008,1,debris,debris_181.00,"purple, pink, black, white, green, small","purple, pink, black, white, green, small"
00070007_0607.jpg,22.00032,196.99992,65.0,225.00000000000003,1,debris,debris_22.00,"red, white, small, green, metal, black","red, white, small, green, metal, black"
00070007_0607.jpg,91.00032,120.00006,120.0,152.0001,1,man,man_91.00,"pink, purple, small, little, colorful, sitting","pink, purple, small, little, colorful, sitting"
00070007_0607.jpg,186.00032,127.00008,205.0,147.00024,1,car,car_186.00,"small, glass, open, green, blue, closed","small, glass, open, green, blue, closed"
00070007_0607.jpg,228.00032,135.99989999999997,251.00000000000003,156.99978,1,car,car_228.00,"red, green, wooden, orange, pink, small","red, green, wooden, orange, pink, small"
00070007_0607.jpg,369.99968,114.99984,391.0,133.99992,1,man,man_370.00,"green, small, white, open, black, sitting","green, small, white, open, black, sitting"
