img_name,xmin,ymin,xmax,ymax,class_confidence,class,class_tmp,attribute,attribute_refine
00070007_0361.jpg,1053.999776,70.99979949999998,1215.99956,216.9997165,1,car,car_1054.00,"purple, pink, silver, metal, red, black","purple, pink, silver, metal, red, black"
00070007_0361.jpg,149.00039199999998,1.0000794999999982,425.000024,74.0006225,1,car,car_149.00,"black, parked, dark, small, white, blue","black, parked, dark, small, white, blue"
00070007_0361.jpg,1.0002939999999398,125.000001,1566.00057,1113.999719,1,car,car_1.00,"white, silver, gray, green, parked, black","white, silver, gray, green, parked, black"
00070007_0361.jpg,843.0006480000001,60.999589000000014,1041.0003840000002,243.999525,1,car,car_843.00,"green, yellow, metal, white, silver, colorful","green, yellow, metal, white, silver, colorful"
00070007_0361.jpg,1334.000584,44.99948599999999,1562.00028,636.9997900000001,1,man,man_1334.00,"yellow, standing, white, walking, black, red","yellow, standing, white, walking, black, red"
00070007_0361.jpg,422.000914,46.00015000000002,755.00047,420.000658,1,man,man_422.00,"sitting, bald, white, old, older, driving","sitting, bald, white, old, older, driving"
00070007_0361.jpg,747.000776,176.00054849999995,909.00056,343.0003815,1,man,man_747.00,"sitting, standing, smiling, green, white, blonde","sitting, standing, smiling, green, white, blonde"
00070007_0361.jpg,1544.999712,1.0000794999999698,1771.000592,1169.0005845,1,building,building_1545.00,"brown, brick, tan, tall, gray, green","brown, brick, tan, tall, gray, green"
00070007_0361.jpg,827.9997820000001,424.0003915,1566.999978,581.0005985,1,pole,pole_828.00,"red, gray, white, metal, silver, black","red, gray, white, metal, silver, black"
00070007_0361.jpg,830.9997779999999,135.99970650000003,1390.9996219999998,492.9994475000001,1,truck,truck_831.00,"red, gray, black, yellow, silver, parked","red, gray, black, yellow, silver, parked"
00070007_0361.jpg,665.999998,102.0005105,890.9996980000001,269.0003435,1,car,car_666.00,"green, blue, white, yellow, double decker, colorful","green, blue, white, yellow, double decker, colorful"
00070007_0361.jpg,133.999526,90.00014100000001,549.0001540000001,393.000265,1,car,car_134.00,"white, silver, gray, blue, glass, clear","white, silver, gray, blue, glass, clear"
00070007_0361.jpg,1065.000352,33.99978050000001,1203.000168,114.0002955,1,car,car_1065.00,"purple, pink, red, black, silver, parked","purple, pink, red, black, silver, parked"
00070007_0361.jpg,1143.000248,5.000397500000005,1275.000072,133.00005249999998,1,suv,suv_1143.00,"parked, black, white, blue, gray, silver","parked, black, white, blue, gray, silver"
00070007_0361.jpg,1251.000104,8.999546500000001,1341.999392,126.9995755,1,car,car_1251.00,"black, parked, blue, dark, silver, gray","black, parked, blue, dark, silver, gray"
00070007_0361.jpg,1336.999694,35.0004445,1550.998818,118.0006135,1,car,car_1337.00,"green, black, gray, white, red, parked","green, black, gray, white, red, parked"
00070007_0361.jpg,863.001212,1.0000794999999982,984.00046,112.0001365,1,suv,suv_863.00,"white, blue, parked, silver, large, small","white, blue, parked, silver, large, small"
00070007_0361.jpg,422.000028,2.000159000000004,524.9993,73.000543,1,car,car_422.00,"red, white, pink, parked, blue, black","red, white, pink, parked, blue, black"
00070007_0361.jpg,516.9996060000001,1.0000794999999982,592.998914,74.0006225,1,car,car_517.00,"pink, purple, red, parked, white, black","pink, purple, red, parked, white, black"
00070007_0361.jpg,876.0006040000001,126.0000805,1462.001004,336.0004095,1,road,road_876.00,"green, gray, metal, white, red, concrete","green, gray, metal, white, red, concrete"
