img_name,xmin,ymin,xmax,ymax,class_confidence,class,class_tmp,attribute,attribute_refine
00070007_0231.jpg,453.0003,117.99989999999998,515.0001,180.0,1,bag,bag_453.00,"white, yellow, green, large, standing, black","white, yellow, green, large, standing, black"
00070007_0231.jpg,143.0001,37.00012500000001,288.00030000000004,103.000275,1,building,building_143.00,"purple, blue, pink, large, brown, colorful","purple, blue, pink, large, brown, colorful"
00070007_0231.jpg,397.0002,96.000075,595.0002,236.000025,1,car,car_397.00,"black, white, green, purple, metal, pink","black, white, green, purple, metal, pink"
00070007_0231.jpg,70.0002,84.00014999999998,418.0002,290.00025,1,car,car_70.00,"purple, white, yellow, silver, pink, parked","purple, white, yellow, silver, pink, parked"
00070007_0231.jpg,26.000100000000003,72.9999,93.0003,207.9999,1,man,man_26.00,"standing, walking, purple, white, pink, black","standing, walking, purple, white, pink, black"
00070007_0231.jpg,344.0001,78.00007500000001,384.0002999999999,146.999925,1,man,man_344.00,"sitting, white, green, small, standing, wooden","sitting, white, green, small, standing, wooden"
00070007_0231.jpg,454.9998,36.000000000000014,556.9998,278.00010000000003,1,firefighter,firefighter_455.00,"standing, green, white, sitting, wearing, watching","standing, green, white, sitting, wearing, watching"
00070007_0231.jpg,201.00029999999995,1.0001250000000113,452.0001,114.000075,1,tree,tree_201.00,"purple, red, brown, large, pink, colorful","purple, red, brown, large, pink, colorful"
00070007_0231.jpg,0.9998999999999684,170.00009999999995,599.9997000000001,450.0,1,road,road_1.00,"gray, concrete, wet, black, paved, cement","gray, concrete, wet, black, paved, cement"
00070007_0231.jpg,248.0001,229.99995,489.0003,320.99985000000004,1,debris,debris_248.00,"blue, purple, silver, black, white, metal","blue, purple, silver, black, white, metal"
00070007_0231.jpg,309.9999,87.000075,344.9997,128.999925,1,man,man_310.00,"white, blue, sitting, standing, small, watching","white, blue, sitting, standing, small, watching"
00070007_0231.jpg,142.0002,81.0,154.0002,91.9998,1,person,person_142.00,"pink, purple, white, blue, red, small","pink, purple, white, blue, red, small"
00070007_0231.jpg,198.00000000000003,78.99997499999999,210.00000000000003,93.999825,1,man,man_198.00,"pink, purple, small, white, red, black","pink, purple, small, white, red, black"
00070007_0231.jpg,395.0001,96.99997500000002,600.0003,209.999925,1,car,car_395.00,"green, white, black, purple, metal, pink","green, white, black, purple, metal, pink"
